file_path,label
a_dataset\augmented_12_0_1164.png,a_dataset
a_dataset\augmented_12_0_1568.png,a_dataset
a_dataset\augmented_12_0_1777.png,a_dataset
a_dataset\augmented_12_0_2686.png,a_dataset
a_dataset\augmented_12_0_2835.png,a_dataset
a_dataset\augmented_12_0_2869.png,a_dataset
a_dataset\augmented_12_0_3110.png,a_dataset
a_dataset\augmented_12_0_3174.png,a_dataset
a_dataset\augmented_12_0_3285.png,a_dataset
a_dataset\augmented_12_0_3454.png,a_dataset
a_dataset\augmented_12_0_3513.png,a_dataset
a_dataset\augmented_12_0_356.png,a_dataset
a_dataset\augmented_12_0_368.png,a_dataset
a_dataset\augmented_12_0_3867.png,a_dataset
a_dataset\augmented_12_0_3883.png,a_dataset
a_dataset\augmented_12_0_4055.png,a_dataset
a_dataset\augmented_12_0_4211.png,a_dataset
a_dataset\augmented_12_0_4458.png,a_dataset
a_dataset\augmented_12_0_4607.png,a_dataset
a_dataset\augmented_12_0_4700.png,a_dataset
a_dataset\augmented_12_0_4938.png,a_dataset
a_dataset\augmented_12_0_4976.png,a_dataset
a_dataset\augmented_12_0_5057.png,a_dataset
a_dataset\augmented_12_0_5609.png,a_dataset
a_dataset\augmented_12_0_5791.png,a_dataset
a_dataset\augmented_12_0_5917.png,a_dataset
a_dataset\augmented_12_0_6400.png,a_dataset
a_dataset\augmented_12_0_6461.png,a_dataset
a_dataset\augmented_12_0_6528.png,a_dataset
a_dataset\augmented_12_0_6571.png,a_dataset
a_dataset\augmented_12_0_6839.png,a_dataset
a_dataset\augmented_12_0_7027.png,a_dataset
a_dataset\augmented_12_0_7135.png,a_dataset
a_dataset\augmented_12_0_7262.png,a_dataset
a_dataset\augmented_12_0_7280.png,a_dataset
a_dataset\augmented_12_0_7669.png,a_dataset
a_dataset\augmented_12_0_7937.png,a_dataset
a_dataset\augmented_12_0_834.png,a_dataset
a_dataset\augmented_12_0_8428.png,a_dataset
a_dataset\augmented_12_0_870.png,a_dataset
a_dataset\augmented_12_0_8719.png,a_dataset
a_dataset\augmented_12_0_8789.png,a_dataset
a_dataset\augmented_12_0_9034.png,a_dataset
a_dataset\augmented_12_0_9107.png,a_dataset
a_dataset\augmented_12_0_9126.png,a_dataset
a_dataset\augmented_12_0_9196.png,a_dataset
a_dataset\augmented_12_0_938.png,a_dataset
a_dataset\augmented_12_0_9420.png,a_dataset
a_dataset\augmented_12_0_9746.png,a_dataset
a_dataset\augmented_12_0_9896.png,a_dataset
a_dataset\augmented_13_0_1079.png,a_dataset
a_dataset\augmented_13_0_1465.png,a_dataset
a_dataset\augmented_13_0_1558.png,a_dataset
a_dataset\augmented_13_0_1721.png,a_dataset
a_dataset\augmented_13_0_2047.png,a_dataset
a_dataset\augmented_13_0_2296.png,a_dataset
a_dataset\augmented_13_0_2317.png,a_dataset
a_dataset\augmented_13_0_2653.png,a_dataset
a_dataset\augmented_13_0_2739.png,a_dataset
a_dataset\augmented_13_0_2763.png,a_dataset
a_dataset\augmented_13_0_2956.png,a_dataset
a_dataset\augmented_13_0_3175.png,a_dataset
a_dataset\augmented_13_0_3258.png,a_dataset
a_dataset\augmented_13_0_3273.png,a_dataset
a_dataset\augmented_13_0_3384.png,a_dataset
a_dataset\augmented_13_0_421.png,a_dataset
a_dataset\augmented_13_0_4331.png,a_dataset
a_dataset\augmented_13_0_4366.png,a_dataset
a_dataset\augmented_13_0_4521.png,a_dataset
a_dataset\augmented_13_0_4833.png,a_dataset
a_dataset\augmented_13_0_4922.png,a_dataset
a_dataset\augmented_13_0_5141.png,a_dataset
a_dataset\augmented_13_0_5257.png,a_dataset
a_dataset\augmented_13_0_5298.png,a_dataset
a_dataset\augmented_13_0_5406.png,a_dataset
a_dataset\augmented_13_0_5646.png,a_dataset
a_dataset\augmented_13_0_5773.png,a_dataset
a_dataset\augmented_13_0_597.png,a_dataset
a_dataset\augmented_13_0_5985.png,a_dataset
a_dataset\augmented_13_0_6152.png,a_dataset
a_dataset\augmented_13_0_6196.png,a_dataset
a_dataset\augmented_13_0_6523.png,a_dataset
a_dataset\augmented_13_0_6592.png,a_dataset
a_dataset\augmented_13_0_680.png,a_dataset
a_dataset\augmented_13_0_6853.png,a_dataset
a_dataset\augmented_13_0_7244.png,a_dataset
a_dataset\augmented_13_0_7378.png,a_dataset
a_dataset\augmented_13_0_7737.png,a_dataset
a_dataset\augmented_13_0_7804.png,a_dataset
a_dataset\augmented_13_0_801.png,a_dataset
a_dataset\augmented_13_0_8234.png,a_dataset
a_dataset\augmented_13_0_869.png,a_dataset
a_dataset\augmented_13_0_8728.png,a_dataset
a_dataset\augmented_13_0_8934.png,a_dataset
a_dataset\augmented_13_0_8959.png,a_dataset
a_dataset\augmented_13_0_9569.png,a_dataset
a_dataset\augmented_13_0_9719.png,a_dataset
a_dataset\augmented_13_0_9821.png,a_dataset
a_dataset\augmented_13_0_9856.png,a_dataset
a_dataset\augmented_13_0_9937.png,a_dataset
a_dataset\augmented_14_0_1359.png,a_dataset
a_dataset\augmented_14_0_1406.png,a_dataset
a_dataset\augmented_14_0_1645.png,a_dataset
a_dataset\augmented_14_0_1682.png,a_dataset
a_dataset\augmented_14_0_1721.png,a_dataset
a_dataset\augmented_14_0_1845.png,a_dataset
a_dataset\augmented_14_0_2015.png,a_dataset
a_dataset\augmented_14_0_2258.png,a_dataset
a_dataset\augmented_14_0_2666.png,a_dataset
a_dataset\augmented_14_0_3081.png,a_dataset
a_dataset\augmented_14_0_3182.png,a_dataset
a_dataset\augmented_14_0_3218.png,a_dataset
a_dataset\augmented_14_0_3873.png,a_dataset
a_dataset\augmented_14_0_4001.png,a_dataset
a_dataset\augmented_14_0_4019.png,a_dataset
a_dataset\augmented_14_0_4053.png,a_dataset
a_dataset\augmented_14_0_4180.png,a_dataset
a_dataset\augmented_14_0_4268.png,a_dataset
a_dataset\augmented_14_0_4287.png,a_dataset
a_dataset\augmented_14_0_4490.png,a_dataset
a_dataset\augmented_14_0_496.png,a_dataset
a_dataset\augmented_14_0_5873.png,a_dataset
a_dataset\augmented_14_0_600.png,a_dataset
a_dataset\augmented_14_0_6127.png,a_dataset
a_dataset\augmented_14_0_6200.png,a_dataset
a_dataset\augmented_14_0_625.png,a_dataset
a_dataset\augmented_14_0_6264.png,a_dataset
a_dataset\augmented_14_0_6468.png,a_dataset
a_dataset\augmented_14_0_6502.png,a_dataset
a_dataset\augmented_14_0_6681.png,a_dataset
a_dataset\augmented_14_0_6763.png,a_dataset
a_dataset\augmented_14_0_6957.png,a_dataset
a_dataset\augmented_14_0_713.png,a_dataset
a_dataset\augmented_14_0_7226.png,a_dataset
a_dataset\augmented_14_0_7345.png,a_dataset
a_dataset\augmented_14_0_7372.png,a_dataset
a_dataset\augmented_14_0_7396.png,a_dataset
a_dataset\augmented_14_0_7600.png,a_dataset
a_dataset\augmented_14_0_7986.png,a_dataset
a_dataset\augmented_14_0_8759.png,a_dataset
a_dataset\augmented_14_0_892.png,a_dataset
a_dataset\augmented_14_0_9083.png,a_dataset
a_dataset\augmented_14_0_9267.png,a_dataset
a_dataset\augmented_14_0_9280.png,a_dataset
a_dataset\augmented_14_0_9407.png,a_dataset
a_dataset\augmented_14_0_9472.png,a_dataset
a_dataset\augmented_14_0_9636.png,a_dataset
a_dataset\augmented_14_0_973.png,a_dataset
a_dataset\augmented_14_0_986.png,a_dataset
a_dataset\augmented_14_0_9916.png,a_dataset
a_dataset\augmented_15_0_11.png,a_dataset
a_dataset\augmented_15_0_1285.png,a_dataset
a_dataset\augmented_15_0_1417.png,a_dataset
a_dataset\augmented_15_0_1494.png,a_dataset
a_dataset\augmented_15_0_1525.png,a_dataset
a_dataset\augmented_15_0_1868.png,a_dataset
a_dataset\augmented_15_0_2273.png,a_dataset
a_dataset\augmented_15_0_233.png,a_dataset
a_dataset\augmented_15_0_2484.png,a_dataset
a_dataset\augmented_15_0_2768.png,a_dataset
a_dataset\augmented_15_0_2793.png,a_dataset
a_dataset\augmented_15_0_3104.png,a_dataset
a_dataset\augmented_15_0_3395.png,a_dataset
a_dataset\augmented_15_0_3967.png,a_dataset
a_dataset\augmented_15_0_3970.png,a_dataset
a_dataset\augmented_15_0_4008.png,a_dataset
a_dataset\augmented_15_0_4320.png,a_dataset
a_dataset\augmented_15_0_4635.png,a_dataset
a_dataset\augmented_15_0_4637.png,a_dataset
a_dataset\augmented_15_0_4722.png,a_dataset
a_dataset\augmented_15_0_4975.png,a_dataset
a_dataset\augmented_15_0_5024.png,a_dataset
a_dataset\augmented_15_0_5152.png,a_dataset
a_dataset\augmented_15_0_565.png,a_dataset
a_dataset\augmented_15_0_5724.png,a_dataset
a_dataset\augmented_15_0_5745.png,a_dataset
a_dataset\augmented_15_0_591.png,a_dataset
a_dataset\augmented_15_0_6539.png,a_dataset
a_dataset\augmented_15_0_6686.png,a_dataset
a_dataset\augmented_15_0_694.png,a_dataset
a_dataset\augmented_15_0_6973.png,a_dataset
a_dataset\augmented_15_0_7025.png,a_dataset
a_dataset\augmented_15_0_7145.png,a_dataset
a_dataset\augmented_15_0_7171.png,a_dataset
a_dataset\augmented_15_0_7238.png,a_dataset
a_dataset\augmented_15_0_7342.png,a_dataset
a_dataset\augmented_15_0_7385.png,a_dataset
a_dataset\augmented_15_0_7863.png,a_dataset
a_dataset\augmented_15_0_7942.png,a_dataset
a_dataset\augmented_15_0_8007.png,a_dataset
a_dataset\augmented_15_0_8015.png,a_dataset
a_dataset\augmented_15_0_815.png,a_dataset
a_dataset\augmented_15_0_8733.png,a_dataset
a_dataset\augmented_15_0_8741.png,a_dataset
a_dataset\augmented_15_0_9001.png,a_dataset
a_dataset\augmented_15_0_9079.png,a_dataset
a_dataset\augmented_15_0_9781.png,a_dataset
a_dataset\augmented_15_0_9784.png,a_dataset
a_dataset\augmented_15_0_9910.png,a_dataset
a_dataset\augmented_15_0_9988.png,a_dataset
a_dataset\augmented_16_0_1348.png,a_dataset
a_dataset\augmented_16_0_1387.png,a_dataset
a_dataset\augmented_16_0_1555.png,a_dataset
a_dataset\augmented_16_0_2274.png,a_dataset
a_dataset\augmented_16_0_270.png,a_dataset
a_dataset\augmented_16_0_277.png,a_dataset
a_dataset\augmented_16_0_2980.png,a_dataset
a_dataset\augmented_16_0_3196.png,a_dataset
a_dataset\augmented_16_0_3869.png,a_dataset
a_dataset\augmented_16_0_3897.png,a_dataset
a_dataset\augmented_16_0_4200.png,a_dataset
a_dataset\augmented_16_0_442.png,a_dataset
a_dataset\augmented_16_0_4443.png,a_dataset
a_dataset\augmented_16_0_4549.png,a_dataset
a_dataset\augmented_16_0_4677.png,a_dataset
a_dataset\augmented_16_0_4796.png,a_dataset
a_dataset\augmented_16_0_4861.png,a_dataset
a_dataset\augmented_16_0_5315.png,a_dataset
a_dataset\augmented_16_0_5397.png,a_dataset
a_dataset\augmented_16_0_5828.png,a_dataset
a_dataset\augmented_16_0_5920.png,a_dataset
a_dataset\augmented_16_0_6050.png,a_dataset
a_dataset\augmented_16_0_607.png,a_dataset
a_dataset\augmented_16_0_6078.png,a_dataset
a_dataset\augmented_16_0_6103.png,a_dataset
a_dataset\augmented_16_0_6644.png,a_dataset
a_dataset\augmented_16_0_6702.png,a_dataset
a_dataset\augmented_16_0_6890.png,a_dataset
a_dataset\augmented_16_0_6981.png,a_dataset
a_dataset\augmented_16_0_7018.png,a_dataset
a_dataset\augmented_16_0_7073.png,a_dataset
a_dataset\augmented_16_0_7211.png,a_dataset
a_dataset\augmented_16_0_7444.png,a_dataset
a_dataset\augmented_16_0_7494.png,a_dataset
a_dataset\augmented_16_0_7652.png,a_dataset
a_dataset\augmented_16_0_7862.png,a_dataset
a_dataset\augmented_16_0_8324.png,a_dataset
a_dataset\augmented_16_0_8328.png,a_dataset
a_dataset\augmented_16_0_8422.png,a_dataset
a_dataset\augmented_16_0_8437.png,a_dataset
a_dataset\augmented_16_0_8598.png,a_dataset
a_dataset\augmented_16_0_8744.png,a_dataset
a_dataset\augmented_16_0_8954.png,a_dataset
a_dataset\augmented_16_0_9035.png,a_dataset
a_dataset\augmented_16_0_9271.png,a_dataset
a_dataset\augmented_16_0_9408.png,a_dataset
a_dataset\augmented_16_0_9467.png,a_dataset
a_dataset\augmented_16_0_9664.png,a_dataset
a_dataset\augmented_16_0_9862.png,a_dataset
a_dataset\augmented_16_0_9925.png,a_dataset
a_dataset\augmented_17_0_107.png,a_dataset
a_dataset\augmented_17_0_1179.png,a_dataset
a_dataset\augmented_17_0_1203.png,a_dataset
a_dataset\augmented_17_0_1245.png,a_dataset
a_dataset\augmented_17_0_1334.png,a_dataset
a_dataset\augmented_17_0_1906.png,a_dataset
a_dataset\augmented_17_0_2322.png,a_dataset
a_dataset\augmented_17_0_2523.png,a_dataset
a_dataset\augmented_17_0_2808.png,a_dataset
a_dataset\augmented_17_0_3046.png,a_dataset
a_dataset\augmented_17_0_3118.png,a_dataset
a_dataset\augmented_17_0_3442.png,a_dataset
a_dataset\augmented_17_0_3514.png,a_dataset
a_dataset\augmented_17_0_3718.png,a_dataset
a_dataset\augmented_17_0_400.png,a_dataset
a_dataset\augmented_17_0_4121.png,a_dataset
a_dataset\augmented_17_0_4395.png,a_dataset
a_dataset\augmented_17_0_4615.png,a_dataset
a_dataset\augmented_17_0_4661.png,a_dataset
a_dataset\augmented_17_0_4710.png,a_dataset
a_dataset\augmented_17_0_4861.png,a_dataset
a_dataset\augmented_17_0_4919.png,a_dataset
a_dataset\augmented_17_0_5040.png,a_dataset
a_dataset\augmented_17_0_5055.png,a_dataset
a_dataset\augmented_17_0_530.png,a_dataset
a_dataset\augmented_17_0_5423.png,a_dataset
a_dataset\augmented_17_0_5588.png,a_dataset
a_dataset\augmented_17_0_5733.png,a_dataset
a_dataset\augmented_17_0_5878.png,a_dataset
a_dataset\augmented_17_0_597.png,a_dataset
a_dataset\augmented_17_0_6446.png,a_dataset
a_dataset\augmented_17_0_7013.png,a_dataset
a_dataset\augmented_17_0_7076.png,a_dataset
a_dataset\augmented_17_0_7292.png,a_dataset
a_dataset\augmented_17_0_7540.png,a_dataset
a_dataset\augmented_17_0_7570.png,a_dataset
a_dataset\augmented_17_0_789.png,a_dataset
a_dataset\augmented_17_0_7894.png,a_dataset
a_dataset\augmented_17_0_8120.png,a_dataset
a_dataset\augmented_17_0_8176.png,a_dataset
a_dataset\augmented_17_0_8194.png,a_dataset
a_dataset\augmented_17_0_825.png,a_dataset
a_dataset\augmented_17_0_910.png,a_dataset
a_dataset\augmented_17_0_9273.png,a_dataset
a_dataset\augmented_17_0_9292.png,a_dataset
a_dataset\augmented_17_0_9293.png,a_dataset
a_dataset\augmented_17_0_9377.png,a_dataset
a_dataset\augmented_17_0_9630.png,a_dataset
a_dataset\augmented_17_0_9813.png,a_dataset
a_dataset\augmented_1_0_1062.png,a_dataset
a_dataset\augmented_1_0_1154.png,a_dataset
a_dataset\augmented_1_0_1685.png,a_dataset
a_dataset\augmented_1_0_2062.png,a_dataset
a_dataset\augmented_1_0_2141.png,a_dataset
a_dataset\augmented_1_0_2200.png,a_dataset
a_dataset\augmented_1_0_2539.png,a_dataset
a_dataset\augmented_1_0_2558.png,a_dataset
a_dataset\augmented_1_0_2786.png,a_dataset
a_dataset\augmented_1_0_2849.png,a_dataset
a_dataset\augmented_1_0_3152.png,a_dataset
a_dataset\augmented_1_0_3343.png,a_dataset
a_dataset\augmented_1_0_3561.png,a_dataset
a_dataset\augmented_1_0_3696.png,a_dataset
a_dataset\augmented_1_0_4142.png,a_dataset
a_dataset\augmented_1_0_4777.png,a_dataset
a_dataset\augmented_1_0_4964.png,a_dataset
a_dataset\augmented_1_0_4968.png,a_dataset
a_dataset\augmented_1_0_504.png,a_dataset
a_dataset\augmented_1_0_5348.png,a_dataset
a_dataset\augmented_1_0_537.png,a_dataset
a_dataset\augmented_1_0_5393.png,a_dataset
a_dataset\augmented_1_0_5565.png,a_dataset
a_dataset\augmented_1_0_5592.png,a_dataset
a_dataset\augmented_1_0_5713.png,a_dataset
a_dataset\augmented_1_0_5895.png,a_dataset
a_dataset\augmented_1_0_5977.png,a_dataset
a_dataset\augmented_1_0_6015.png,a_dataset
a_dataset\augmented_1_0_6303.png,a_dataset
a_dataset\augmented_1_0_6614.png,a_dataset
a_dataset\augmented_1_0_663.png,a_dataset
a_dataset\augmented_1_0_7035.png,a_dataset
a_dataset\augmented_1_0_7114.png,a_dataset
a_dataset\augmented_1_0_717.png,a_dataset
a_dataset\augmented_1_0_7449.png,a_dataset
a_dataset\augmented_1_0_7455.png,a_dataset
a_dataset\augmented_1_0_7629.png,a_dataset
a_dataset\augmented_1_0_7723.png,a_dataset
a_dataset\augmented_1_0_8154.png,a_dataset
a_dataset\augmented_1_0_8208.png,a_dataset
a_dataset\augmented_1_0_8306.png,a_dataset
a_dataset\augmented_1_0_8308.png,a_dataset
a_dataset\augmented_1_0_8680.png,a_dataset
a_dataset\augmented_1_0_8800.png,a_dataset
a_dataset\augmented_1_0_8815.png,a_dataset
a_dataset\augmented_1_0_9331.png,a_dataset
a_dataset\augmented_1_0_9580.png,a_dataset
a_dataset\augmented_1_0_9860.png,a_dataset
a_dataset\augmented_1_0_9914.png,a_dataset
a_dataset\augmented_1_0_9925.png,a_dataset
a_dataset\augmented_2_0_1276.png,a_dataset
a_dataset\augmented_2_0_145.png,a_dataset
a_dataset\augmented_2_0_1604.png,a_dataset
a_dataset\augmented_2_0_1625.png,a_dataset
a_dataset\augmented_2_0_1854.png,a_dataset
a_dataset\augmented_2_0_1906.png,a_dataset
a_dataset\augmented_2_0_1976.png,a_dataset
a_dataset\augmented_2_0_2048.png,a_dataset
a_dataset\augmented_2_0_2204.png,a_dataset
a_dataset\augmented_2_0_2219.png,a_dataset
a_dataset\augmented_2_0_2541.png,a_dataset
a_dataset\augmented_2_0_2593.png,a_dataset
a_dataset\augmented_2_0_2679.png,a_dataset
a_dataset\augmented_2_0_3042.png,a_dataset
a_dataset\augmented_2_0_3335.png,a_dataset
a_dataset\augmented_2_0_3511.png,a_dataset
a_dataset\augmented_2_0_3572.png,a_dataset
a_dataset\augmented_2_0_3812.png,a_dataset
a_dataset\augmented_2_0_3850.png,a_dataset
a_dataset\augmented_2_0_4018.png,a_dataset
a_dataset\augmented_2_0_4090.png,a_dataset
a_dataset\augmented_2_0_4346.png,a_dataset
a_dataset\augmented_2_0_4566.png,a_dataset
a_dataset\augmented_2_0_5122.png,a_dataset
a_dataset\augmented_2_0_5182.png,a_dataset
a_dataset\augmented_2_0_5560.png,a_dataset
a_dataset\augmented_2_0_5760.png,a_dataset
a_dataset\augmented_2_0_6024.png,a_dataset
a_dataset\augmented_2_0_671.png,a_dataset
a_dataset\augmented_2_0_6881.png,a_dataset
a_dataset\augmented_2_0_7119.png,a_dataset
a_dataset\augmented_2_0_7124.png,a_dataset
a_dataset\augmented_2_0_7141.png,a_dataset
a_dataset\augmented_2_0_7326.png,a_dataset
a_dataset\augmented_2_0_7715.png,a_dataset
a_dataset\augmented_2_0_7730.png,a_dataset
a_dataset\augmented_2_0_793.png,a_dataset
a_dataset\augmented_2_0_7970.png,a_dataset
a_dataset\augmented_2_0_8007.png,a_dataset
a_dataset\augmented_2_0_8230.png,a_dataset
a_dataset\augmented_2_0_832.png,a_dataset
a_dataset\augmented_2_0_8427.png,a_dataset
a_dataset\augmented_2_0_8434.png,a_dataset
a_dataset\augmented_2_0_8477.png,a_dataset
a_dataset\augmented_2_0_8966.png,a_dataset
a_dataset\augmented_2_0_9130.png,a_dataset
a_dataset\augmented_2_0_9510.png,a_dataset
a_dataset\augmented_2_0_9685.png,a_dataset
a_dataset\augmented_2_0_984.png,a_dataset
a_dataset\augmented_2_0_9900.png,a_dataset
a_dataset\augmented_3_0_1177.png,a_dataset
a_dataset\augmented_3_0_1367.png,a_dataset
a_dataset\augmented_3_0_1875.png,a_dataset
a_dataset\augmented_3_0_1949.png,a_dataset
a_dataset\augmented_3_0_2137.png,a_dataset
a_dataset\augmented_3_0_2736.png,a_dataset
a_dataset\augmented_3_0_3124.png,a_dataset
a_dataset\augmented_3_0_3230.png,a_dataset
a_dataset\augmented_3_0_3356.png,a_dataset
a_dataset\augmented_3_0_3380.png,a_dataset
a_dataset\augmented_3_0_3432.png,a_dataset
a_dataset\augmented_3_0_3568.png,a_dataset
a_dataset\augmented_3_0_3665.png,a_dataset
a_dataset\augmented_3_0_3714.png,a_dataset
a_dataset\augmented_3_0_3778.png,a_dataset
a_dataset\augmented_3_0_4036.png,a_dataset
a_dataset\augmented_3_0_4211.png,a_dataset
a_dataset\augmented_3_0_4311.png,a_dataset
a_dataset\augmented_3_0_4648.png,a_dataset
a_dataset\augmented_3_0_4703.png,a_dataset
a_dataset\augmented_3_0_5429.png,a_dataset
a_dataset\augmented_3_0_5445.png,a_dataset
a_dataset\augmented_3_0_6012.png,a_dataset
a_dataset\augmented_3_0_6059.png,a_dataset
a_dataset\augmented_3_0_6089.png,a_dataset
a_dataset\augmented_3_0_6090.png,a_dataset
a_dataset\augmented_3_0_6150.png,a_dataset
a_dataset\augmented_3_0_6262.png,a_dataset
a_dataset\augmented_3_0_6780.png,a_dataset
a_dataset\augmented_3_0_7000.png,a_dataset
a_dataset\augmented_3_0_7179.png,a_dataset
a_dataset\augmented_3_0_7397.png,a_dataset
a_dataset\augmented_3_0_7473.png,a_dataset
a_dataset\augmented_3_0_7491.png,a_dataset
a_dataset\augmented_3_0_7843.png,a_dataset
a_dataset\augmented_3_0_8212.png,a_dataset
a_dataset\augmented_3_0_8442.png,a_dataset
a_dataset\augmented_3_0_8465.png,a_dataset
a_dataset\augmented_3_0_8780.png,a_dataset
a_dataset\augmented_3_0_891.png,a_dataset
a_dataset\augmented_3_0_892.png,a_dataset
a_dataset\augmented_3_0_8954.png,a_dataset
a_dataset\augmented_3_0_9.png,a_dataset
a_dataset\augmented_3_0_9094.png,a_dataset
a_dataset\augmented_3_0_933.png,a_dataset
a_dataset\augmented_3_0_9444.png,a_dataset
a_dataset\augmented_3_0_9667.png,a_dataset
a_dataset\augmented_3_0_9752.png,a_dataset
a_dataset\augmented_3_0_9768.png,a_dataset
a_dataset\augmented_3_0_987.png,a_dataset
a_dataset\augmented_4_0_1019.png,a_dataset
a_dataset\augmented_4_0_1098.png,a_dataset
a_dataset\augmented_4_0_1382.png,a_dataset
a_dataset\augmented_4_0_1431.png,a_dataset
a_dataset\augmented_4_0_1449.png,a_dataset
a_dataset\augmented_4_0_1549.png,a_dataset
a_dataset\augmented_4_0_161.png,a_dataset
a_dataset\augmented_4_0_1884.png,a_dataset
a_dataset\augmented_4_0_22.png,a_dataset
a_dataset\augmented_4_0_2355.png,a_dataset
a_dataset\augmented_4_0_2408.png,a_dataset
a_dataset\augmented_4_0_2649.png,a_dataset
